store_name,store_address,store_contact,brand,review_1,review_2,review_3,review_4,review_5,businesshours,category,rating,url,GMap_url,price_range,lat,lng,店名from Google,住所from Google,district,brandlogo_id
遠山,東京都千代田区内神田　２丁目１２－２このはなビル４階,08043497616,黒ラベル樽生,"神田駅から駅前の西神田商店街を5分ほど歩いた、右手にあるビルの4階に位置します。つまりGoogleマップで大体の場所を把握して向かうと正確に到着します。
初めて伺う際は、2,500円のセットをオーダーするとお得だと思います。9品の小鉢と45ccくらいの純米酒が提供されます。それ以外のお料理もメニュー化されており、酒の肴として合うものが揃っています。純米酒もちょっと人気のある著名なものは取り揃えてあるようです。
カウンター8席程度と2名用テーブルが2卓｡そして喫煙も出来るバルコニー席も2席位有ります。大人数で利用したい時は、予め諸々相談しておくと良いかと思います！！","六本木や麻布に有るような雰囲気のお洒落な日本酒バー。
酒肴や日本酒も吟味されていて、とても美味しい。
マスターの日本酒の知識も素晴らしい。
少人数で静かに楽しみたい。
再訪は確定です。","16時過ぎに訪問、22時過ぎまで居座りました。日本酒の品揃えもすごいですが、料理も素晴らしいお店です。
またお邪魔します！","初めて行ったけど雰囲気も良く隅々まで行き届いていました。トイレも綺麗で全てで満点です。
これからも通いたい店です！",お料理も美味しくて、接客も良くて、お店の雰囲気もすごく良くて居心地の良い空間でした！貸切もできるし、1人でも落ち着いてお料理、日本酒を味わえます！すごく満足しております！,"Monday: 16時00分～1時00分
Tuesday: 16時00分～1時00分
Wednesday: 16時00分～1時00分
Thursday: 16時00分～1時00分
Friday: 16時00分～4時00分
Saturday: 16時00分～4時00分
Sunday: 定休日","bar, restaurant, food, point_of_interest, establishment",5.0,https://www.instagram.com/bartoyama/,https://maps.google.com/?cid=1642392397832035667,情報なし,35.6913122,139.767865,日本酒と酒菜 遠山,日本、〒101-0047 東京都千代田区内神田２丁目１２−２ このはなBld 4F,千代田区,1
タコス・バー・エルトロス,東京都千代田区内神田　２丁目１３－６,0332543366,黒ラベル樽生,"内神田にある今年で19周年目を迎える老舗テキーラ&メスカル専門店。
カウンターに所狭しと並んだテキーラとメスカルがウリです。日本未入荷モノも複数あります🥃

常連さんにはセニョと呼ばれているマスターが1人で切り盛りしてます。
タコスなどのメキシコ料理も美味です！オススメはエンチラダスとガーリックチキン！🤩
サボテンのステーキと言う変わり種もあります🌵

まぁ結構なツンデレマスターなので、仲良くなるまでは素っ気ない態度かもしれません🙇‍♂️しかしツンが取れるととても陽気で楽しいマスターです✨
そんなマスターと仲良くなった常連さんが多いので、気さくな方が多い印象です👀
私もなんだかんだで11年のお付き合いです笑。

お一人様でもかなり楽しめると思うので是非一度来て見てください✨","15年ほど前、神田に事務所があった頃に毎晩通っていたメキシカンバー。
久し振りに寄りましたが、相変わらずのセニョ(店主)のキャラに安心しました。
メキシコビール、テキーラ、ラムでタコス食べてチリビーンズ食べてガーリックチキンステーキ食べて…
ハッキリ言って狭い店内はプロレスマスクやら色んなグッズで溢れかえり雑然としています。
カウンターはテキーラのボトルが並んでますが、年々ボトルの数が増え、客が使えるスペースが侵食され、今は飲み物置くとお皿がおけないくらいです。
狭いのに落ち着くというへんな店です。","テキーラ専門バーです。
カウンター5,6席とテーブル2つのこじまんりしたお店です。
マスターが面白くで、いじったり、いじられたりと楽しいお店です。
私はテキーラに詳しくありませんが、好み（と予算）を言えばマスターが適当なのをチョイスしてくれます。ショットオススメとのことで呑みましたが美味しかったです。
カウンターに置いてあるボトルは全てテキーラ。1000〜6000円ぐらいとのこと。
常連さんも多いですが初めてでも居心地は悪くありません。楽しく会話したらオッケーです。
テキーラ専門ですが、一応、メキシコ系ビールと申し訳程度にワインもありました。",弟と2軒目行こうとなり、歩いてて見つけました。あまりお目にかからないテカテビールとテキーラを頂きました。タコスも美味しかったです。マスターも面白いキャラで楽しかったです。僕らの後に来た男女2人組も初めて来たらしかったですが、楽しくおしゃべりできました。また伺います。,流行のメスカル、フードメニューも充実。1度お試しの価値有り,"Monday: 17時00分～0時00分
Tuesday: 17時00分～0時00分
Wednesday: 17時00分～0時00分
Thursday: 17時00分～0時00分
Friday: 17時00分～0時00分
Saturday: 17時00分～0時00分
Sunday: 定休日","bar, restaurant, food, point_of_interest, establishment",4.1,,https://maps.google.com/?cid=8025544325296302282,2,35.691318,139.768241,エルトロス EL TOROS,日本、〒101-0047 東京都千代田区内神田２丁目１３−６ ウインドカンダ １階,千代田区,1
跳人　大手町店,東京都千代田区内神田　２丁目２－１,0362064884,黒ラベル樽生,"【神田】
青森料理のお店で、あまり見かけないので貴重",青森県の郷土料理を神田で頂くことができます。料理、お酒ともに種類豊富ですよ。テーブル席、座敷席ありますので、大人数の利用もできそうです。お値段設定も比較的リーズナブルですよ。,西神田にある青森料理屋さん。なんでも美味しくお避けも美味しい。喫煙可能。,"安くて美味しい山口県ゆかりのお店。
クオリティーは求めすぎちゃいけないが、
大手町のお店としては良心的だと。","座席数多めの店なので、ランチ難民、居酒屋難民になったら入店すると、幸せになれると思います。店員さんのホスピタリティーもピカイチです。

場所は、鎌倉橋の東京トヨペットの対面、セブンイレブンの入る、鎌倉河岸ビルの地下一階。片付けの終わった、ランチの終わり頃に入店しても、嫌な顔せずに入店させて貰いました。

オーダーした唐揚げ定食は、税込みで750円。唐揚げは大ぶりでジューシーで、肉の旨みが嬉しいメインでした。ご飯も蕎麦がつくので普通盛りは少なめだけれどもつやつや。大盛りにも対応してくれます。

大根、人参が大きめにカットされ、こんにゃく、里芋まで入った豚汁は、冷えた身体を温めてくれました。そして小さな蕎麦が旨い。

充実ッぷりに、大満足でした。また、よろしくお願いいたします。ごちそうさまでした。","Monday: 11時30分～14時00分, 17時00分～22時15分
Tuesday: 11時30分～14時00分, 17時00分～22時15分
Wednesday: 11時30分～14時00分, 17時00分～22時15分
Thursday: 11時30分～14時00分, 17時00分～22時15分
Friday: 11時30分～14時00分, 17時00分～22時15分
Saturday: 11時30分～14時00分
Sunday: 定休日","restaurant, food, point_of_interest, establishment",3.6,http://www.haneto.jp/index.php/2,https://maps.google.com/?cid=7518222169098642018,情報なし,35.689801,139.767503,跳人 大手町店,日本、〒101-0047 東京都千代田区内神田２丁目２−１ 鎌倉河岸ビル 地下1階,千代田区,1
ＣＯＬＡＺＩＯＮＥ　ＶＡＲＩＯ,東京都千代田区内神田　２丁目３－７,0368864939,ヱビス樽生,"ディナーで利用しました！とても美味しかったのでカキコミします。

夜の営業は予約だけということで、貸切でゆったりと使うことができました。
団体だけど、少し落ち着いたところで会話も料理も楽しみたいって方にはオススメですね！

お料理は、本当にこだわりの美味しい素材を使ってると思いました。
お肉も美味しかったですが、ベーカリーだけあってガーリックトーストやピザなどのパン系がやっぱり美味しいですね。

今度はランチで立ち寄ってみます！","ふと、ベーカリーカフェを見つけたので入ってみました。
店員さんお勧めのクリームパンとコーヒーを店内でいただきました。

ん？
なにこのクリームパン！？
もちもち生地に濃厚クリームがたっぷり。
今まで食べた事のないクリームパンです。

他のパンも興味津々ですが、次回のお楽しみにしておきます。

ご馳走さまでした。

２回目の投稿です。
お昼ごはんを食べたのに立ち寄ってしまいました。

今日はチョココロネとカフェオレです。
スープがついて嬉しいのですが、おなかいっぱいです。。。","たまたま見つけたパン屋さん兼カフェ？
夜はカフェバーみたいな感じなのは知ってたのですが、お昼に美味しいパンを出してるとは知りませんでした！
数はそんなに多くはないですが、どれも手頃な値段で具沢山なパンばかりでした^^*
ランチで利用したらサービスのスープもついてきました。コーヒーは無料でサイズアップしてくれるし、パンは美味しいしお腹いっぱい食べれました！ランチセットもやってるみたいです。",ランチのサービスでスープがつきました。期間限定でコーヒーのサイズアップ無料でした。生地がモチモチしていて美味しいです。羽付きチョリソーは温めてくれてより美味しくいただきました。でも、もう少しお安かったら嬉しい。,"イベントで利用しました！
値段の割に飲みモノも食べモノもほぼなく、主催者側の利益凄そうでした!","Monday: 定休日
Tuesday: 12時00分～15時00分, 17時00分～22時00分
Wednesday: 17時00分～22時00分
Thursday: 17時00分～22時00分
Friday: 12時00分～15時00分, 17時00分～22時00分
Saturday: 10時00分～22時00分
Sunday: 10時00分～22時00分","cafe, bakery, bar, restaurant, food, point_of_interest, store, establishment",3.9,https://instagram.com/colazione2016,https://maps.google.com/?cid=10380062474258911323,2,35.689745,139.767886,COLAZIONE VARIO コラッツィオーネ ヴァーリオ,日本、〒101-0047 東京都千代田区内神田２丁目３−７,千代田区,2
餃子の郷　神田西口店,東京都千代田区内神田　２丁目９－９　神田ビル　１Ｆ,0332531616,黒ラベル樽生,"オーダーしたものが3分以内で出てくるほどめっちゃ早いお店。神田のサラリーマンに愛される中華。中国人の店員はいつ行ってもキレ気味でなんか良い。(褒め言葉)あと、角ハイばか濃い
日曜日の昼は混んでいる。オーダーは座った瞬間聞かれるし、あとでと言うと逆ギレモード。それがいいんです","土曜日の昼間に伺いました。
空いているお店が少ない中で提供も早くて助かります。

名物の鉄鍋大葉餃子600円は、大葉が効いてていいですね。
普通の餃子も美味しいし、豚肉、玉子と木耳の炒め（ムーシーロー）	も好みの味でした。
この手の店は生ビールがイマイチかなと思いましたが、とても美味しくてgood！
今度は刀削麺をいただきに行きたいと思います。","神田にある本格的な中華のお店。
ランチは17時00分までやっており、14時00分〜17時00分に行くと、ランチ料金より100円引きとなり少しお得です。
ランチの金額は950円〜と決して安価ではないと思いますが、メイン料理の他にも、スープ、ライス、杏仁豆腐、ザーサイがついてきます。
強いて言えばご飯はおかわり自由だと尚良いと思います。","土曜日のランチに一人で伺いました。
二度目の訪問です。

前回は二か月程前の夜に数名で来ました。
その時の焼きそばが美味しかったので、近くに来たついでに。

店内は結構広いです。
ピークを過ぎていたのか4名席に案内されました。
ゆったりです。

あんかけ焼きそばのセット1,050円を注文しました。
焼きそばにチャーハンか餃子が選べます。
私は餃子を。

5分ほどで運ばれて来ました。
具材たっぷりで熱々で美味しいです。
その後餃子も来ました。
焼きたてでこちらも良い仕事です。

セットのスープと杏仁豆腐は残念ながらオマケでした。

今日も美味しく頂きました。
ごちそうさまでした♪",ランチのチャーハンセットを頼みました。チャーハンは少し具が少ない感じですが、味は良く、ボリュームはしっかりあります。餃子も美味しく、小皿の麻婆豆腐も本場の味付けで美味しかったです。,"Monday: 11時00分～23時00分
Tuesday: 11時00分～23時00分
Wednesday: 11時00分～23時00分
Thursday: 11時00分～23時00分
Friday: 11時00分～23時00分
Saturday: 11時30分～21時30分
Sunday: 定休日","restaurant, food, point_of_interest, establishment",3.6,http://r.gnavi.co.jp/r556vbxj0000/,https://maps.google.com/?cid=6638768163830318463,2,35.6911421,139.7684653,餃子の郷,日本、〒101-0047 東京都千代田区内神田２丁目９−９ 神田ビル 1F,千代田区,1
イタリアンバルビータ,東京都千代田区内神田　３丁目１０－１　内神田ＫＧビルＢ１,09045484010,黒ラベル樽生,"たまたま、忘年会で予約を入れた店で、味がどうなのか全くわからない状態でしたが、どの料理も美味しく、特にアラビアータが絶品でした。1人でアラビアータだけ食べに来たいと思ったぐらいに絶妙な辛さが良いです。
一緒に行った人たちもどの料理も美味しいと言っていたので、間違いないです。
久々に美味しい店を発見できました！

その後も、別のメンバーで食事をした際に利用しました。
自信をもって人に薦められる店ですし、今後も利用したいと思います。

1つ難点は、店の中が暑いことですね、、、冬だからなのかもしれませんが、それにしても暑すぎな気がします。",満腹になることが目的ならコスパ良いが、正直、料理のクオリティは低い。バルということでイタリア風居酒屋といったところ。味付けは居酒屋らしく濃いめ。イタリアンが食べたいと思って行くとガッカリする。地下はやはり息苦しい感じが否めない。,"二度目のランチで明太クリーム頂きましたが、ありえない位に分離してた。
失敗したやつ出さないで欲しい。
今まで食べたクリーム系で一番ひどかった。
デフォルトなのかなって思ってメニュー写真とか他の人の投稿写真と比べてみたけど全然違う。
明太子の周りに分離したクリームがまとわりついてそぼろ状になって、スープは半透明。かき玉汁のような食感。
やたら熱かったので、加熱し過ぎたんだと思う。

↓ここからは初回訪問のコメント
立看板を見てランチで利用させて頂きました。
パスタ美味しいです。
量も多めで、満足感あります。

床が柔らかいのか、人が通るときドタドタするのだけちょっと気になりました。
とはいえ、夜のアルコール&ディナーがメインでしょうから夜間はそんなに気にならないでしょう。",同期の友人4人で利用しました。料理が美味しいと皆で共感しました。ローストビーフとかお肉が柔らかく、生ハムもペロリと完食。ナポリタンスパゲッティは、味付けが絶妙です。じょせいからは、またココで会食しましょうと言ってました。,"オープンしたてのお店でして、店員さんの呼び込みで夕食に利用させていただきました。

座席は入ってすぐにテーブル席があり、奥にはオープンキッチンをカウンターが囲んでいます。

お店の雰囲気はレストランというよりもバーで、お酒（特にカクテルやワイン）の種類が豊富なので飲むのが好きな方にはとてもいいと思います。
とはいえ、ノンアルの私でも「大丈夫ですよ」と嫌な顔せず迎え入れてくださったので嬉しかったです。

生ハムサラダとペペロンチーノのオーダー。
生ハムサラダは、店員さんがおひとりさまの私に気を利かせてくれハーフサイズにしてくれました。
ドレッシングでしっかりした味付けでした。
ペペロンチーノはニンニクとパセリの風味がフワッと口の中に広がり、とっても美味！！

サービスで出していただいた野菜のピクルスは、酸っぱすぎずとても食べやすくて美味しかったです。

配膳も、水を飲み切る前に店員さんが新しいものを持ってきてくださり、ノンアルでお金にならない客(笑)にも丁寧に接客していただけて嬉しかったです。

素敵なお店に出会えてよかったです！
他にもお酒に合いそうなおつまみメニューが沢山ありましたので、次回は友人を連れてゆっくり飲みに来なくては！","Monday: 11時30分～14時00分, 17時00分～23時00分
Tuesday: 11時30分～14時00分, 17時00分～23時00分
Wednesday: 11時30分～14時00分, 17時00分～23時00分
Thursday: 11時30分～14時00分, 17時00分～23時00分
Friday: 11時30分～14時00分, 17時00分～23時00分
Saturday: 17時00分～23時00分
Sunday: 定休日","restaurant, food, point_of_interest, establishment",3.9,https://italianbar-vita.foodre.jp/,https://maps.google.com/?cid=18202293191357949383,情報なし,35.6911711,139.7693428,イタリアンバル ビータ,日本、〒101-0047 東京都千代田区内神田３丁目１０−１,千代田区,1
うな正,東京都千代田区内神田　３丁目１１－１　三恵ビル１Ｆ,0332569288,ヱビス樽生,"2年ぶりくらいの訪店。17時頃入店し、5人ほどお客さんがいた。最初はうな丼ダブル(2,000円)にしようかと思っていたが、鰻重とどう違うのか尋ねたら、単純に値段で鰻の量が違うとのこと。次に一番高い特上と伝えたところ、鰻の量だったら松の方がたくさん乗っていますよと薦められたので松(2,800円)を注文。お吸物を肝吸いに変更(200円)し、追加で肝焼き(400円)を注文した。鰻重は白飯でタレはかかっていないので卓上のタレを好きなようにかけるスタイル。鰻は外側はパリッと中はよく蒸してあるからか凄く柔らかく崩れてしまいそうな感じ。タレをつけて焼いてはあるが薄めでご飯同様卓上のタレで好みに調整が必要。個人的にはもう少しタレがついて香ばしく焼けていると嬉しい。肝焼きも肝吸いも肝はプリっと弾力があり、味も良かった。なんといっても輸入物などの鰻でないのにこの値段で食べられて皆さんのコメントどおりありがたい限り。満足です。ご馳走さまでした。","コスパの良い、うな丼ダブルを頼みましたが、当方には足りませんでした。
次回は鰻重松のご飯大盛りか？？
鰻自体は淡白で上品な仕上がりなので、物足りない場合は卓上のタレ必須かも知れません。
手軽に早く上質な鰻をいただくには良い店かと。","【人気の鰻どんってどんなものかを体験に】

神田で庶民的価格で人気の鰻屋さん。いつも通ると人が並んでいるので自分でもいつか試してみようと思っていて、今回初チャンス。

10時半から開いているが、流石にその時間にランチには早いし、打合せを終わって急ぎ足で11時半に行ってみた。多分、これより後だと並びそうだし…。
店内カウンターは8割の客入り。2階もあって、僕の後の2人客はそちらに誘導されていた。

そしてこの店の人気No. 1メニューの「うな丼ダブル（税込2000円）」をオーダー。
うな丼ダブルとは『ご飯の中に、もう一枚鰻が入っている』内容のモノ。

実はオーダー時点で既にお吸い物、胡瓜のお新香（ほぼキュウリのQちゃん）、あったかいお茶が卓上に用意されていて、元々「肝吸い（＋200円）」を、頼むつもりだったが、なんとなく状況的に、気が弱いもので…頼めなかった…。

注文から5分程度で着丼。
見た目はご飯に対して鰻の面積比が、5割程度の占拠率なので…少し寂しい…。確かにそのご飯の下にもう一枚鰻が入っているのはちょっと嬉しい。まぁ全部上に乗せたら普通に見えるかな。

ただ嬉しいのはご飯は少し柔らか目ながら、ご飯自体かなり美味しく嬉しい。
鰻は関東式で蒸してふかふかに柔らかい。そしてよくある甘過ぎるタレのタイプはなくて、タレ自体の掛かり方は少なめながら、食べやすくいタレだった。

欲を言うとキリはないが、こちらの鰻は国産を使っているらしいし、2000円でこれなら全然オッケー。
お小遣いが足りない時期に鰻が食べたくなったらここも良いな。

でも次来たら「うな重（松）」に「肝吸い」つけて3000円のメニューを選ぼっと。","平日お昼13時ごろ来店。
写真のうな丼ダブルご飯大盛りで1980円です。
うなぎのサイズにしては値段が安価な気がします。
うな丼ダブルは上からうなぎ→ご飯→うなぎ→ご飯となっておりミルフィーユ構造です。個人的にもうちょっとタレがかかってるといいなーと思いました。
あと、店内のお姉さんが可愛いです。多分それでおいしさ5割増しです。","神田の駅前に昔からあるこちらの鰻のお店。
正直なところ、東京でこれほどおいしい鰻のお店は他にはありません。
1番安いうなぎ丼でも国産の鰻を使うと言うこだわりのお店で、1枚半の鰻がのっていて、たった1000円ちょいと。
最近世にはびこる外国の養殖のデカブト油デロデロ鰻とは違う、本気のフワトロうなぎが楽しめます。
このお値段でいつまでつっけていけるのか心配になるくらいのお店ですが、存在する限り神田でランチする際には通い続けます。","Monday: 10時30分～13時50分, 16時00分～20時00分
Tuesday: 10時30分～13時50分, 16時00分～20時00分
Wednesday: 10時30分～13時50分, 16時00分～20時00分
Thursday: 10時30分～13時50分, 16時00分～20時00分
Friday: 10時30分～13時50分, 16時00分～20時00分
Saturday: 10時30分～13時50分
Sunday: 定休日","restaurant, food, point_of_interest, establishment",4.1,http://unasho.jp/,https://maps.google.com/?cid=1370852774396464091,1,35.6910899,139.7698823,うな正,日本、〒101-0047 東京都千代田区内神田３丁目１１−１ 三恵ビル,千代田区,2
麹蔵　神田店,東京都千代田区内神田　３丁目１３－４　東陽ビル１Ｆ．Ｂ１,0352096670,黒ラベル樽生,"知人が予約してくれて、初訪問。
飲み放題＋コースだったが、予算を絞ったのか、残念ながら、料理は今一つ寂しい感じ。多少値が張っても、アラカルトの方が、ここの良さは出るのではないかと思う。

ドリンクは焼酎中心に十分かと。種類豊富とまではいわないが、焼酎専門店としても面目は立つ。

意外だったのは、個室がきちんとしていることと、スタッフのフレンドリーさ。人手不足の中、対応がきちんとしてるスタッフを確保するのは難しいが、チェーン店にもかかわらず、明るく、雰囲気のよいスタッフ多い。これは特筆すべき長所。

次回はコースではなく、アラカルトで再訪を期したい。","鹿児島、奄美料理のお店。以前に来店した時から、次回は食べてみようと思っていた「鹿児島黒豚焼丼」、一緒に来た６名中４名がこれを注文しました。甘めのタレに焼き目が香ばしく薫ります。ラフテー、鶏飯、チキン南蛮、鰹タタキなど
食欲をそそるメニューが満載です！","神田駅西口にある居酒屋さん、禁煙です。メニューとしては土佐、九州、沖縄などが色々混ざっておりさつま揚げ、ソーメンチャンプルー、馬刺し、鶏南蛮などのメニューが食べられます。

定番の居酒屋メニューからそういった地域のものまでいろいろなメニューがそろっています。1Fのテーブルは呼び鈴などがなく店員さんを呼び止めて提供する形で、注文から提供まではまあまあ時間がかかります。席は広いので会社の飲み会とかで便利そうですが、そこまでリーズナブルでもありません。

店内は1FとB1Fがあり、お手洗いはB1Fにしかありません。","2023.7
ランチ初訪問しました

桜島御膳が盛りだくさんで美味しそうでしたのでこちらで

豚汁、豚の角煮、焼き魚、お造りといろいろ入っていて1,500円となかなかの値段ですが、値段相応のとても美味しい御膳でした

安価に別のメニューもありますので、予算に応じていろいろ楽しめると思いました

また【クリオネアプリ】を見せると、ドリンクサービスのシステムもとてもいいと思いました","神田ランチでオススメです！地下に喫煙室🚬
予算は1,000円くらいで美味しいです😋
店内も暗めで非常におしゃれです👏","Monday: 11時30分～14時30分, 17時00分～23時00分
Tuesday: 11時30分～14時30分, 17時00分～23時00分
Wednesday: 11時30分～14時30分, 17時00分～23時00分
Thursday: 11時30分～14時30分, 17時00分～23時00分
Friday: 11時30分～14時30分, 17時00分～23時00分
Saturday: 11時30分～22時00分
Sunday: 定休日","meal_takeaway, restaurant, food, point_of_interest, establishment",3.5,http://麹蔵神田.com/?utm_source=google&utm_medium=map,https://maps.google.com/?cid=14633688556509200491,2,35.6918695,139.7703438,麹蔵 神田店,日本、〒101-0047 東京都千代田区内神田３丁目１３−４ 東陽ビル １階～地下１階,千代田区,1
神田ヂンギス王,東京都千代田区内神田　３丁目１７－５　３Ｆ,0352972266,黒ラベル樽生,"ここは神田駅西口にあるジンギスカンの美味しいお店

10月？に18周年だったとのこと
お恥ずかしながら今回初めて知りました

この日は会社のみんなで忘年会
料理とドリンクはアラカルトですが、常連が仲間にいるので注文は彼にお任せして食べ飲みに専念しました

さてお味、、
おぉ！これは美味しいぞ！

お肉は北海道からお取り寄せ
タレはヂンギス王専用品だそう

クセのない肉にタレをつけるとこりゃ美味しい

そしてニンニク
それはまるで禁断の果実、これでもかっ！という位タレに入れて食べるとあぁ幸せ

そして脳内には「ゴハンも食べな！」という悪魔のささやきが聞こえてきます

あぁ、、堕落した人間ですみません
ゴハン食べちゃいました笑

真面目な話、途中からゴハン食べるとホント美味しく感じますよ
小ライスでいいからぜひお試しください

お店は2階、３階の２フロアですが人気なので予約するのがオススメです

店内はワイガヤなのでデートとかには向きません
みんなで楽しくお肉を食べましょう
なお、服や荷物にジンギスカンの匂いがつくので覚悟してくださいねw

ごちそうさまでした！","高校の同窓の間では有名なので、同僚と初訪問。

ふるさとを離れて久々に見る山型ジンギスカン鍋。実家では洗うのが面倒臭くて、ほとんど使わなかった。　懐かしい。

ジンギスカンと言えば、ラムかマトンしか知らなかったが、品揃えが豊富。迷っていると、大将が「では、とりあえず、こちらから見積もって出しますか？」の親切なオファー。友人が美味しかったと言っていたサフォーク、あと私達年代にとってジンギスカンと言えばコレである、マトン成型肉を入れて貰うよう御願い。

まずはラム。旨い。道産子はベルのタレかソラチのタレか、もしくは焼いてからタレ付けるかタレつけ置きを焼くかにこだわるのだが、肉が美味しく、タレ不要で食べる。ナイス、これだよ、これ。

焼酎一本頼んで飲む。ますます、旨い。大学時代のジンパ（ジンギスカンパーティ）思いだす。ちなみに同僚はその大学の後輩。昔話に花が咲く。

結局19時スタート閉店まで食べ、飲み、話し続ける。大将、極めて腰が低く、また道産子なので話が早くてサイコー。有り難し。再来店を期する。","特製のタレにみじん切りニンニクとスパイスを自分の好みの量加えてそれでいただくスタイル。お肉も美味しく、程よい価格で楽しめます。
４人以上ならば飲み放題コースも選べます。",生ラムが美味しいし、店の雰囲気がいい！レモンサワーが美味しい!,"美味しく頂いた。
4人くらいで行くのがいいと思う。
色々食ってちょうだい。","Monday: 17時00分～23時00分
Tuesday: 17時00分～23時00分
Wednesday: 17時00分～23時00分
Thursday: 17時00分～23時00分
Friday: 17時00分～23時00分
Saturday: 17時00分～22時00分
Sunday: 定休日","restaurant, food, point_of_interest, establishment",4.3,https://a939200.gorp.jp/,https://maps.google.com/?cid=7467012808966879244,2,35.6922686,139.7695616,本格ジンギスカン専門店 神田ヂンギス王,日本、〒101-0047 東京都千代田区内神田３丁目１７−５ UKビル,千代田区,1
食彩でくの坊,東京都千代田区内神田　３丁目１８－７,0332543468,ヱビス樽生,落ち着いて飲めるお店。つまみはどれも美味しい!　こじんまりとした店内。,,,,,"Monday: 17時00分～23時00分
Tuesday: 17時00分～23時00分
Wednesday: 17時00分～23時00分
Thursday: 17時00分～23時00分
Friday: 17時00分～23時00分
Saturday: 17時00分～23時00分
Sunday: 定休日","restaurant, food, point_of_interest, establishment",4.4,,https://maps.google.com/?cid=5960681140578991795,情報なし,35.6922594,139.7704195,食彩でくの坊,日本、〒101-0047 東京都千代田区内神田３丁目１８−７,千代田区,2
神田っ子,東京都千代田区内神田　３丁目１９－２　１Ｆ,0332545517,ヱビス樽生,"少し遅めのランチで利用

大衆居酒屋らしさあふれる店内では、平日の昼間からでもお酒を楽しんでる人で賑わっていました。

ランチは刺身定食が売りのようですが、
数量限定の「鮭の西京焼き定食」を注文

ラスト2食だったようで本当に限定みたい

脂乗りの良い鮭で、
西京味噌の甘みで鮭の旨みひき立つ美味さ！

付け合わせの煮物や筍の土佐煮も美味しかったです。

味噌汁はとうふとワカメと玉ねぎ
こちらも良い出汁で美味しかったなぁ。

今度はお刺身定食も食べてみようと思います！","2023年11月13日（月）
この日の二軒目。

すゞ太郎と違い、ザ大衆店（笑）

でも侮るなかれ。
1軒目の上品さは無いけど、
料理が結構イケてる！
帆立の刺身は抜群だ！

焼きそばとか普通に旨い。

何気にここでもしっかり飲んだので、
4人で2万弱＠一人4,500円ほど。","神田駅昼のみはここです。
まずはマグロブツやりながらおすすめをチェック。
今日のいいネタは店員さんがすすめてくれます。お金があるときは
ハマグリ食べておいた方がいいですよ。
赤星のことをアカボシと言ってくれるスタッフの雰囲気で飲み過ぎ注意。
写真はホタテ。肝うまい。ヒモうまい。
御徒町でもお世話になってます。","神田駅からすぐのところにある昔ながらの大衆居酒屋。

長方形のテーブルが整然と並べられており、席数も多く店内は広い。

二次会の場を求め何軒か振られた後にたどり着く。

この日はどこも賑わっていて、こちらは運良く空いており1番奥の角席に案内さる。

焼肉後でお腹は満足していたのでツマミ程度でホッピーを飲む。

〇 ホッピーセット 480円
〇 なか 290円

▪️たたききゅうり 390円
▪️しらすおろし 390円
▪️エイヒレ 600円

割安感はそれほどでも無いが、駅前の好立地でこの価格はありがたい。

魚のメニューが豊富で、日本酒のおでん出汁割等もある。

今度はもう少し時間とおなかに余裕のある時に訪れたい。","昨年夏に一人で出張帰りに立ち寄り。今年、娘と２軒目で立ち寄り。写真は一人の時のもの。
THE居酒屋です。おっさん・おばはんばかり。刺身や揚げ物など、色々あって、美味くて安いです。一人用のおつまみ盛り合わせとビールその他を飲んで、気持ちよく帰りました。娘と寄ったときは、軽めの鮮魚をいただきました。ブリの刺身が美味い。
サービスや雰囲気を気にするお店じゃなくて、酔って喰って楽しむところです。気に入っています。","Monday: 11時00分～23時00分
Tuesday: 11時00分～23時00分
Wednesday: 11時00分～23時00分
Thursday: 11時00分～23時00分
Friday: 11時00分～23時00分
Saturday: 11時00分～21時00分
Sunday: 定休日","restaurant, food, point_of_interest, establishment",3.8,,https://maps.google.com/?cid=15790587640269625364,1,35.6922793,139.7705656,神田っ子,日本、〒101-0047 東京都千代田区内神田３丁目１９−２ 酒蔵神田ッ子,千代田区,2
